id,accommodates,bedrooms,beds,description,number_of_reviews,num_host_response_rate,num_price,cat_price
51672776,2,1.0,1.0,"Feel at home for work and play in a charming and beautifully maintained 100-year-old historic 9th-floor condo overlooking downtown Long Beach.  Enjoy the sun-drenched space with an ocean breeze. This is a great space for anyone working remotely, in town on business, or just for play. There’s a bonus rooftop sunroom for an extra workspace, on-site laundry, and a rooftop with 360-degree views including the Queen Mary, the ocean, and views of downtown Los Angeles. We can't wait to host you!<br /><br /><b>The space</b><br />A real historic charmer with a claw foot bathtub, wood trim molding, original wood floors, vintage vanity, bedroom bay window, and beautiful views. <br /><br />Includes blackout bedroom curtains, two workspaces, Wifi, and a coffee station.<br /><br /><b>Guest access</b><br />Guests will be given access by the host with entry points through the front lobby and back entrance. <br /><br />Paid parking is included with your rental allowing you to avoid metered street parkin",1,100.0,129.0,low
39251646,2,1.0,1.0,"Rest assured we are on a hyper vigilant quest to keep our guests and ourselves  safe during these extraordinary times. Already stringent cleaning standards are heightened and we are following special protocol and Airbnb sanitizing guidelines. Our full calendar has just opened up and this charming guest cottage, one bedroom with king size bed with private garden in a stunning garden courtyard is a rare find. Fit guests can walk everywhere, downtown in about 9 blocks, the beach in about 12.<br /><br /><b>The space</b><br />Charming one bedroom with king bed!  Private garden space as well as a courtyard garden...shutters, expect night time quiet except for chimes, birdsong and fountain sounds at Secret Garden Santa Monica.<br /><br /><b>Guest access</b><br />You have a private garden area, as well as a larger table and other places to repose in this small parklike property.<br /><br /><b>Other things to note</b><br />Fit guests can walk to all destinations in Santa Monica.  Others have ev",55,100.0,177.0,high
43219422,6,3.0,4.0,"Now booking 2022! <br /><br />This gorgeous Venice Beach home is located on the Famous Venice Canals. It offers three large bedrooms, all with en suite bathrooms. The master has a stunning balcony which overlooks the canals, as well as a walk-in closet. The kitchen is large, and equipped with everything one would need for an extended stay. <br /><br />30 day bookings only. Feel free to reach out with any questions.<br /><br /><b>The space</b><br />This is an “entire space” rental. The house itself is 2,000 square feet. We have a gated driveway, one car garage, washer / dryer and full kitchen. The bathrooms, though somewhat dated in tile and decor, have been re-plumbed for user-friendly access. It’s one of those amazing spaces that still exudes “Venice charm,” but has been updated with many contemporary necessities. <br /><br />The front outdoor space has a rose and lily garden, and the back outdoor space has a large patio for entertaining, as well as enjoying the beautiful Venice weath",0,100.0,330.0,high
28387123,4,1.0,1.0,This is a huge room in a pretty modern apartment within walking distance to the Grove and all the museums.<br /><br /><b>The space</b><br />A nice spanish home that has everything you need to have a great stay in Los Angeles along with me :)<br /><br /><b>Guest access</b><br />You will have access to the whole guest house!<br /><br /><b>License number</b><br />Exempt - This listing is a bed and breakfast,3,80.0,71.0,low
31695262,1,1.0,1.0,"Vintage new hardwood floor one bedroom apartment<br /><br /><b>The space</b><br />Entire apartment<br /><br /><b>Other things to note</b><br />Right next to Starbucks , Trader Joe’s and Gelson’s . Plus amazing restaurant like Pine , Hyperion Public , Tenants of Trees , etc..",0,100.0,500.0,high
40686740,8,4.0,4.0,"Warm, Comfortable West Palmdale Home (2900 square feet) , <br />Near Marie Kerr Park & Amphitheater<br /><br /><b>The space</b><br />This four bedroom West Palmdale home is in a quiet neighborhood. There are four bedrooms, three bathrooms, a living room, family room, kitchen, dining room, and a large backyard for play or barbecue. The master bedroom has a California King Sleep Number bed! Adjust it to your comfort level.",22,100.0,240.0,high
40309956,4,1.0,2.0,"Experience a stylish modern bohemian curated space in a perfect LOCATION! for all major attractions. Sitting right on Ocean Boulevard, s a 5-minute walk to the convention center and 8-minute walk to the Aquarium of the Pacific. Coffee shops, or delicious eateries, shops, and the nightlife (clubs) within a skip and a hop. <br /><br />Bluff Park is a short drive away where free Yoga on The Bluff is offered twice daily! Join the festivals at The Queen Mary; a mile away!<br /><br /><b>The space</b><br />Being centrally located makes our place an ideal accommodation for professionals, families, and travelers. <br /><br />Walking distance to;<br />Long Beach Convention Center - 5 min walk (1 min drive)<br />Aquarium of the Pacific - 8 min walk (4 min drive)<br />Catalina Express Port - 9 min walk (3 min drive)<br /><br />Driving distance to;<br />Downtown LA - 37 min<br />Hollywood - 1 hr<br />Long Beach Airport - 15 min<br />LAX - 37 min<br />Disneyland - 29 min<br /><br />BEDROOM- Can comf",117,100.0,132.0,low
17451933,8,3.0,4.0,IMPORTANT: There are some limited amenities available that are changing constantly due to COVID restrictions. Please check with the resort and their website https://www.terranea.com/promise to get the most up to date amenities that are available. Resort fee is $50/night (paid directly to the hotel). Housekeeping is done every 3rd night. No Early Check-ins. A 24 hour notice required prior to arrival. No last minute bookings. Guest responsibility to check for any travel mandates.<br /><br />Admire the ocean and golf course views from the patio or living room at this elegant villa in Terranea Resort.,27,100.0,2295.0,high
51402643,1,1.0,2.0,"Welcome to COZY by BOOGIEZONE. Boogiezone has been a social hot spot and performing arts center for over 15 years. Now, we present COZY, creative, unique accommodations for nomads.  This is a shared room is for MEN ONLY.",1,100.0,35.0,low
15203511,5,1.0,2.0,"My place is good for couples, business travelers, and families (with kids).",3,13.0,100.0,low
9646126,4,1.0,2.0,"Charming 1 Bd/1Ba apt within walking distance to grocery stores, post-office, PCC, and Cal Tech, and all shops on Colorado. AC in both living room and Bedroom. Full Kitchen will all cookware, Covered Parking, Free Bike and Helmet Use, 50"" Direct TV , Wifi. 1 Block away from Gold Line and Buses. Newly Remodeled this year! Queen bed in bedroom and Full size sofa bed in living room. Very nice and quiet neighborhood!<br /><br /><b>The space</b><br />Queen Bed in bedroom with Sofa Bed in the living room, Full Bath with Full Kitchen use. 50"" TV .<br /><br /><b>Guest access</b><br />You will have full access to the house, private parking.<br /><br /><b>Other things to note</b><br />We look forward to provide all our potential guests a great experience. By booking our place, you agree to the following rules or risk losing part or all of your security deposit and may be vacated without refund. <br /><br />-Absolutely no smoking or vaping indoor, smoking is to be done on street or 25 ft away fro",346,100.0,93.0,low
42861430,6,2.0,3.0,"*THE PROPERTY IS LOCATED IN SANTA MONICA*<br /><br />Outstanding & bright 2BR apartment located just few meters away to the beach, don't miss this chance while visiting Santa Monica The beach house offers you an unique and fresh look. Both bedrooms come with a memory foam mattress very comfortable. Both, the living room and dining area, are decorated with a fresh and soft comfortable look. It includes a flat TV screen, balcony and free parking on premises<br /><br /><b>License number</b><br />234119",51,100.0,205.0,high
26084085,2,1.0,1.0,"@Newly renovated condo,  bright and breeze ; great location; safety area; Easy access to :<br />@DTLA(13mi)<br />@Disney Land (22mi)<br />@Universal Studio(16mi) . <br />@Huntington Library (3.3mi)<br />@Private room with private bath(not attached); sharing living room & kitchen. <br />北圣盖博时尚公寓单间。交通方便安全宁静环境。<br />@单间出租（有独立卫浴）<br />@分享厨房和客厅<br />@离迪士尼乐园22里<br />@比弗利山庄25里<br />@步行几分钟可达华人超市;中餐馆(那家小馆；凯悦酒楼）<br /><br />I follow Airbnb’s five-step enhanced cleaning process, which is based on Airbnb’s cleaning handbook that was developed in partnership with experts.<br /><br /><b>The space</b><br />Newly renovated condo,  bright and breeze ; great location; safety area. New soft mattress just added<br /><br /><b>Guest access</b><br />Living room and kitchen , garage<br /><br /><b>Other things to note</b><br />Feel free to stay as your home",75,100.0,55.0,low
42795193,8,3.0,5.0,"A completely refurbished house, which is located less than 6 miles from Manhattan Beach!<br /><br /><b>The space</b><br />Completely refurbished and brand new furniture!<br /><br /><b>Other things to note</b><br />The entrance to the house is on the side in the alley. There is a parking spot reserved directly behind the house or in the patio area. The guest can pick the spot but only gets one parking spot.",29,100.0,150.0,high
50502969,4,2.0,2.0,"Brand new luxury condo, newly built and furnished in June 2020.   Includes large private courtyard w/outdoor seating. Be the first to stay in this high end luxury condo, on sixth street in downtown Long Beach walking distance from restaurants, bars, and cafes.. One car garage included and free parking on streets. 5 blocks from ocean pier and close proximity (less than mile) to all the attractions including the Long Beach Convention Center, the Queen Mary, the Aquarium, and More.<br /><br /><b>The space</b><br />This is a brand new construction w/all luxury features, and a private garage.<br /><br />Laundry is a coin-up shared by 4 tenants in the walkway on the side of our house.",0,99.0,116.0,low
